Time,UUID,RSSI,Name
1593893401.535283,E394F51E-9C28-9FE2-5EC9-D7013EF54F7F,-87,[TV] Samsung 6 Series (43)
1593893401.537049,E394F51E-9C28-9FE2-5EC9-D7013EF54F7F,-87,[TV] Samsung 6 Series (43)
1593893401.5907001,CE681637-7835-8905-9BF5-586C1052F98A,-94,?
1593893401.593411,CE681637-7835-8905-9BF5-586C1052F98A,-95,?
1593893401.6643782,D55E3CDC-6BA4-6E16-75E3-D97A0C238446,-100,?
1593893401.6672711,D55E3CDC-6BA4-6E16-75E3-D97A0C238446,-98,?
1593893401.6699228,573548B2-440F-39E4-6F2E-C7ABDE070D96,-88,Red Green
1593893401.671288,573548B2-440F-39E4-6F2E-C7ABDE070D96,-88,Red Green
1593893401.847146,4D314E4A-7B84-FDFE-42AD-E956A8185FC5,-83,Apple TV HD (5)
1593893401.8499498,BD42929A-222E-0166-01E9-BFB731C3C45A,-91,?
1593893401.852641,BD42929A-222E-0166-01E9-BFB731C3C45A,-92,?
1593893401.889889,E394F51E-9C28-9FE2-5EC9-D7013EF54F7F,-89,[TV] Samsung 6 Series (43)
1593893401.892129,3F669AF8-C8AF-8DE8-F29D-F009CC7BA0AF,-54,Rob's iPhone 6s+ (A1634)
1593893401.8938031,3F669AF8-C8AF-8DE8-F29D-F009CC7BA0AF,-54,Rob's iPhone 6s+ (A1634)
1593893401.910691,D55E3CDC-6BA4-6E16-75E3-D97A0C238446,-97,?
1593893401.9133859,E394F51E-9C28-9FE2-5EC9-D7013EF54F7F,-83,[TV] Samsung 6 Series (43)
1593893401.915966,E394F51E-9C28-9FE2-5EC9-D7013EF54F7F,-83,[TV] Samsung 6 Series (43)
1593893401.918069,E394F51E-9C28-9FE2-5EC9-D7013EF54F7F,-83,[TV] Samsung 6 Series (43)
1593893401.920124,E394F51E-9C28-9FE2-5EC9-D7013EF54F7F,-83,[TV] Samsung 6 Series (43)
1593893402.067204,4D314E4A-7B84-FDFE-42AD-E956A8185FC5,-88,Apple TV HD (5)
1593893402.069386,4D314E4A-7B84-FDFE-42AD-E956A8185FC5,-88,Apple TV HD (5)
1593893402.122283,BD42929A-222E-0166-01E9-BFB731C3C45A,-92,?
1593893402.1252651,BD42929A-222E-0166-01E9-BFB731C3C45A,-92,?
1593893402.184902,E394F51E-9C28-9FE2-5EC9-D7013EF54F7F,-90,[TV] Samsung 6 Series (43)
1593893402.187531,CE681637-7835-8905-9BF5-586C1052F98A,-92,?
1593893402.1896992,CE681637-7835-8905-9BF5-586C1052F98A,-93,?
1593893402.206614,E394F51E-9C28-9FE2-5EC9-D7013EF54F7F,-87,[TV] Samsung 6 Series (43)
1593893402.2096791,E394F51E-9C28-9FE2-5EC9-D7013EF54F7F,-86,[TV] Samsung 6 Series (43)
1593893402.212352,E394F51E-9C28-9FE2-5EC9-D7013EF54F7F,-86,[TV] Samsung 6 Series (43)
1593893402.431223,3F669AF8-C8AF-8DE8-F29D-F009CC7BA0AF,-59,Rob's iPhone 6s+ (A1634)
1593893402.434029,3F669AF8-C8AF-8DE8-F29D-F009CC7BA0AF,-59,Rob's iPhone 6s+ (A1634)
1593893402.496027,E394F51E-9C28-9FE2-5EC9-D7013EF54F7F,-89,[TV] Samsung 6 Series (43)
1593893402.4987612,E394F51E-9C28-9FE2-5EC9-D7013EF54F7F,-90,[TV] Samsung 6 Series (43)
1593893402.501532,E394F51E-9C28-9FE2-5EC9-D7013EF54F7F,-89,[TV] Samsung 6 Series (43)
1593893402.504181,D55E3CDC-6BA4-6E16-75E3-D97A0C238446,-96,?
1593893402.506462,06423FB7-5588-1688-DA8B-D36C6A23B269,-89,?
1593893402.508302,06423FB7-5588-1688-DA8B-D36C6A23B269,-89,?
1593893402.510325,E394F51E-9C28-9FE2-5EC9-D7013EF54F7F,-89,[TV] Samsung 6 Series (43)
1593893402.511994,E394F51E-9C28-9FE2-5EC9-D7013EF54F7F,-89,[TV] Samsung 6 Series (43)
1593893402.5712361,D55E3CDC-6BA4-6E16-75E3-D97A0C238446,-98,?
1593893402.5740728,D55E3CDC-6BA4-6E16-75E3-D97A0C238446,-98,?
1593893402.5769491,D55E3CDC-6BA4-6E16-75E3-D97A0C238446,-99,?
1593893402.601433,573548B2-440F-39E4-6F2E-C7ABDE070D96,-91,Red Green
1593893402.604066,573548B2-440F-39E4-6F2E-C7ABDE070D96,-92,Red Green
1593893402.60778,E394F51E-9C28-9FE2-5EC9-D7013EF54F7F,-84,[TV] Samsung 6 Series (43)
1593893402.61065,E394F51E-9C28-9FE2-5EC9-D7013EF54F7F,-84,[TV] Samsung 6 Series (43)
1593893402.6133099,4D314E4A-7B84-FDFE-42AD-E956A8185FC5,-84,Apple TV HD (5)
1593893402.615775,4D314E4A-7B84-FDFE-42AD-E956A8185FC5,-84,Apple TV HD (5)
1593893402.724533,CE681637-7835-8905-9BF5-586C1052F98A,-89,?
1593893402.7273211,CE681637-7835-8905-9BF5-586C1052F98A,-90,?
1593893402.749776,D55E3CDC-6BA4-6E16-75E3-D97A0C238446,-94,?
1593893402.75231,D55E3CDC-6BA4-6E16-75E3-D97A0C238446,-94,?
1593893402.7822561,E394F51E-9C28-9FE2-5EC9-D7013EF54F7F,-89,[TV] Samsung 6 Series (43)
1593893402.784872,E394F51E-9C28-9FE2-5EC9-D7013EF54F7F,-89,[TV] Samsung 6 Series (43)
1593893402.7870278,E394F51E-9C28-9FE2-5EC9-D7013EF54F7F,-89,[TV] Samsung 6 Series (43)
1593893402.792832,573548B2-440F-39E4-6F2E-C7ABDE070D96,-89,Red Green
1593893402.795467,573548B2-440F-39E4-6F2E-C7ABDE070D96,-89,Red Green
1593893402.7974958,4D314E4A-7B84-FDFE-42AD-E956A8185FC5,-85,Apple TV HD (5)
1593893402.79931,4D314E4A-7B84-FDFE-42AD-E956A8185FC5,-85,Apple TV HD (5)
1593893402.919826,D55E3CDC-6BA4-6E16-75E3-D97A0C238446,-92,?
1593893402.922446,D55E3CDC-6BA4-6E16-75E3-D97A0C238446,-92,?
1593893402.9746609,3F669AF8-C8AF-8DE8-F29D-F009CC7BA0AF,-64,Rob's iPhone 6s+ (A1634)
1593893402.977629,3F669AF8-C8AF-8DE8-F29D-F009CC7BA0AF,-64,Rob's iPhone 6s+ (A1634)
1593893403.021205,D6AD10BA-C9D3-C866-FFB3-0D2D3C4FD5DF,-87,?
1593893403.03807,06423FB7-5588-1688-DA8B-D36C6A23B269,-86,?
1593893403.040915,06423FB7-5588-1688-DA8B-D36C6A23B269,-86,?
1593893403.092798,D55E3CDC-6BA4-6E16-75E3-D97A0C238446,-94,?
1593893403.095598,D55E3CDC-6BA4-6E16-75E3-D97A0C238446,-93,?
1593893403.098226,E394F51E-9C28-9FE2-5EC9-D7013EF54F7F,-90,[TV] Samsung 6 Series (43)
1593893403.100325,E394F51E-9C28-9FE2-5EC9-D7013EF54F7F,-87,[TV] Samsung 6 Series (43)
1593893403.102188,E394F51E-9C28-9FE2-5EC9-D7013EF54F7F,-86,[TV] Samsung 6 Series (43)
1593893403.2078261,D6AD10BA-C9D3-C866-FFB3-0D2D3C4FD5DF,-86,?
1593893403.279975,E394F51E-9C28-9FE2-5EC9-D7013EF54F7F,-90,[TV] Samsung 6 Series (43)
1593893403.282543,E394F51E-9C28-9FE2-5EC9-D7013EF54F7F,-84,[TV] Samsung 6 Series (43)
1593893403.284657,E394F51E-9C28-9FE2-5EC9-D7013EF54F7F,-84,[TV] Samsung 6 Series (43)
1593893403.321104,D55E3CDC-6BA4-6E16-75E3-D97A0C238446,-96,?
1593893403.323817,D55E3CDC-6BA4-6E16-75E3-D97A0C238446,-98,?
1593893403.3264809,D55E3CDC-6BA4-6E16-75E3-D97A0C238446,-97,?
1593893403.338815,D55E3CDC-6BA4-6E16-75E3-D97A0C238446,-98,?
1593893403.341834,D55E3CDC-6BA4-6E16-75E3-D97A0C238446,-97,?
1593893403.38982,D6AD10BA-C9D3-C866-FFB3-0D2D3C4FD5DF,-91,?
1593893403.3929272,E394F51E-9C28-9FE2-5EC9-D7013EF54F7F,-89,[TV] Samsung 6 Series (43)
1593893403.3953152,E394F51E-9C28-9FE2-5EC9-D7013EF54F7F,-89,[TV] Samsung 6 Series (43)
1593893403.399784,E394F51E-9C28-9FE2-5EC9-D7013EF54F7F,-89,[TV] Samsung 6 Series (43)
1593893403.402123,E394F51E-9C28-9FE2-5EC9-D7013EF54F7F,-89,[TV] Samsung 6 Series (43)
1593893403.4712338,D55E3CDC-6BA4-6E16-75E3-D97A0C238446,-96,?
1593893403.473919,D55E3CDC-6BA4-6E16-75E3-D97A0C238446,-95,?
1593893403.4769092,D55E3CDC-6BA4-6E16-75E3-D97A0C238446,-96,?
1593893403.517035,3F669AF8-C8AF-8DE8-F29D-F009CC7BA0AF,-66,Rob's iPhone 6s+ (A1634)
1593893403.519761,3F669AF8-C8AF-8DE8-F29D-F009CC7BA0AF,-66,Rob's iPhone 6s+ (A1634)
1593893403.5902019,E394F51E-9C28-9FE2-5EC9-D7013EF54F7F,-95,[TV] Samsung 6 Series (43)
1593893403.62802,D55E3CDC-6BA4-6E16-75E3-D97A0C238446,-98,?
1593893403.6307511,DF5A9153-DF9A-660A-8B91-0DBD4AEB8768,-92,?
1593893403.6328921,DF5A9153-DF9A-660A-8B91-0DBD4AEB8768,-93,?
1593893403.690308,E394F51E-9C28-9FE2-5EC9-D7013EF54F7F,-92,[TV] Samsung 6 Series (43)
